OrderNumber,TrackingID,ReferenceValue,ShipDate,StatusDate,ClearanceStatusType,CartonCount,PieceCount,Code,LookupDepot_Description,AssignedDepotCode,Accounts_Description,StatusType,Label
TTW000000046,89148,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,89148,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,70530,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,63841,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,64156,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,89148,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,76442,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,76442,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,94905,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,94905,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,74131,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,74131,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,70530,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,66614,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,66614,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,66614,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,66614,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,91221,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,91221,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,70530,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,91221,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,64156,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,94905,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,94905,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,76442,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,70530,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,64156,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,64156,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,63841,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,91221,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,82844,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,97998,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,97998,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,97998,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,74131,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,82844,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,97998,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,82844,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,74131,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,79901,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,79901,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,86364,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,86364,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,86364,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,86364,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,82844,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,79901,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,79901,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,100486,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,100486,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,100486,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,105003,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,105003,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,100486,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,105003,34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,105003,34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,76442,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,63841,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,89148,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,63841,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,89148,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,89148,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,70530,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,63841,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,64156,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,89148,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,76442,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,76442,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,94905,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,94905,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,74131,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,74131,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,70530,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,66614,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,66614,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,66614,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,66614,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,91221,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,91221,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,70530,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,91221,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,64156,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,94905,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,94905,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,76442,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,70530,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,64156,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,64156,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,63841,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,91221,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,82844,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,97998,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,97998,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,97998,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,74131,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,82844,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,97998,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,82844,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,74131,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,79901,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,79901,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,86364,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,86364,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,86364,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,86364,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,82844,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,79901,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,79901,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,100486,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,100486,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,100486,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,105003,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,105003,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,100486,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,105003,P000623748 shipment# 34237848,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,105003,P000623748 shipment# 34237848,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,76442,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,63841,TTW000000046,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,89148,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,63841,TTW000000046,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,89148,TTW000000046,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,89148,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,70530,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,63841,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,64156,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,89148,TTW000000046,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,76442,TTW000000046,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,76442,TTW000000046,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,94905,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,94905,TTW000000046,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,74131,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,74131,TTW000000046,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,70530,TTW000000046,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,66614,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,66614,TTW000000046,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,66614,TTW000000046,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,66614,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,91221,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,91221,TTW000000046,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,70530,TTW000000046,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,91221,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,64156,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,94905,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,94905,TTW000000046,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,76442,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,70530,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,64156,TTW000000046,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,64156,TTW000000046,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,63841,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,91221,TTW000000046,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,82844,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,97998,TTW000000046,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,97998,TTW000000046,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
TTW000000046,97998,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,74131,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,82844,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,97998,TTW000000046,3/12/2020,4/3/2020,0,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Not Clearable
TTW000000046,82844,TTW000000046,3/12/2020,4/3/2020,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Union City, TN (TTW)",212,Retrieve-Clearable
