OrderNumber,ShipDate,StatusDate,ClearanceStatusType,CartonCount,PieceCount,Code,LookupDepot_Description,AssignedDepotCode,Accounts_Description,StatusType,Label
34470701,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470701,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470701,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470701,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470701,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470684,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470703,4/3/2020,,1,0,8,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470700,4/3/2020,,1,0,8,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34471445,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34470698,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470698,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470698,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470698,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470698,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470698,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470686,4/3/2020,,1,0,8,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34467514,4/2/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34470686,4/3/2020,,1,0,8,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34461160,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34470700,4/3/2020,,1,0,8,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470700,4/3/2020,,1,0,8,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470700,4/3/2020,,1,0,8,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470700,4/3/2020,,1,0,8,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470686,4/3/2020,,1,0,8,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470686,4/3/2020,,1,0,8,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470685,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470700,4/3/2020,,1,0,8,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34471350,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471444,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34475788,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34475792,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34475793,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34475790,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34475789,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471368,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471352,4/3/2020,,1,0,2,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471350,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34474537,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471350,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471350,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471350,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471350,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34474707,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34475791,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34474007,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34474708,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34476397,4/6/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
TVY000002057,4/6/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
TVY000002056,4/6/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
TVY000002055,4/6/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
TVY000002054,4/6/2020,,1,0,0,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34478223,4/6/2020,,1,0,2,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34478223,4/6/2020,,1,0,2,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34476291,4/6/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471352,4/3/2020,,1,0,2,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34478224,4/6/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34474706,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471356,4/6/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471356,4/6/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471356,4/6/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471356,4/6/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471356,4/6/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471356,4/6/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471356,4/6/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34478222,4/6/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471373,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471351,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471375,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471364,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471370,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471371,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34466065,4/3/2020,,1,0,2,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34466065,4/3/2020,,1,0,2,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34474008,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34467336,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471361,4/3/2020,,1,0,2,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471449,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471365,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471367,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471353,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471355,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471363,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471372,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34472365,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471362,4/3/2020,,1,0,5,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34470700,4/3/2020,,1,0,8,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34475092,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34474567,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34474009,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34474709,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34474710,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471362,4/3/2020,,1,0,5,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471369,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471362,4/3/2020,,1,0,5,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471360,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471362,4/3/2020,,1,0,5,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471359,4/3/2020,,1,0,2,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471359,4/3/2020,,1,0,2,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471357,4/3/2020,,1,0,3,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471357,4/3/2020,,1,0,3,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471357,4/3/2020,,1,0,3,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471361,4/3/2020,,1,0,2,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34474711,4/3/2020,,1,0,1,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34471362,4/3/2020,,1,0,5,MEM,Memphis (MEM),MEM,"Kohler - Sheridan, AR (TVY)",200,Shipment Data Received-Clearable
34467946,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34467869,4/3/2020,,1,0,7,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34467869,4/3/2020,,1,0,7,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34467869,4/3/2020,,1,0,7,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34467869,4/3/2020,,1,0,7,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34467869,4/3/2020,,1,0,7,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34467869,4/3/2020,,1,0,7,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34470684,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34468758,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34420890,4/3/2020,,1,1,1,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34468236,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34468171,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34467876,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34468064,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34469269,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34405149,4/3/2020,,1,18,3,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34467355,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34413339,4/3/2020,,1,105,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34417772,4/3/2020,,1,1,1,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34422617,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34466559,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34405148,4/3/2020,,1,41,2,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34469301,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34420889,4/3/2020,,1,4,1,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34467869,4/3/2020,,1,0,7,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34413339,4/3/2020,,1,105,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34468184,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34413339,4/3/2020,,1,105,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34468484,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34413339,4/3/2020,,1,105,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34413339,4/3/2020,,1,105,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34417771,4/3/2020,,1,1,1,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34191648,4/3/2020,,1,1,1,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
TVB000005196,4/3/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34467212,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34468485,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34469089,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TVB000005194,4/3/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34469088,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34467322,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34469417,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34467904,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34468487,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TVB000005193,4/3/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TVB000005195,4/3/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34468814,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TVB000005192,4/3/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34467068,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34467213,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34468890,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34467069,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34468315,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34469270,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34470700,4/3/2020,,1,0,8,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34467597,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34468689,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TVB000005206,4/3/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TVB000005205,4/3/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34468486,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34468901,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34460551,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34468802,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34461543,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34467323,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34461354,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
TVB000005199,4/3/2020,,1,0,0,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34467682,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34469416,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34405148,4/3/2020,,1,41,2,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34466928,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34470682,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470699,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470699,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470699,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470699,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470699,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470699,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34420672,4/3/2020,,1,39,6,LAX,Los Angeles (LAX),LAX,"Kohler - San Bernardino, CA (TWM)",200,Shipment Data Received-Clearable
34470682,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470687,4/3/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470682,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34413339,4/3/2020,,1,105,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470682,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34460706,4/3/2020,,1,0,1,ORD,Chicago (Itasca) (ORD),ORD,"Kohler - Kohler, WI (TVB)",200,Shipment Data Received-Clearable
34420672,4/3/2020,,1,39,6,LAX,Los Angeles (LAX),LAX,"Kohler - San Bernardino, CA (TWM)",200,Shipment Data Received-Clearable
34420672,4/3/2020,,1,39,6,LAX,Los Angeles (LAX),LAX,"Kohler - San Bernardino, CA (TWM)",200,Shipment Data Received-Clearable
34470682,4/3/2020,,1,0,6,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
34470683,4/3/2020,,1,0,7,MEM,Memphis (MEM),MEM,"Kohler - Desoto, TX (TWB)",200,Shipment Data Received-Clearable
