AssignedDepotCode,Report Date,ShipDate,PinClientAssigned,Pin,ConsolePin,ShipMethodOriginal,OrderNumber,PieceCount,Weight,OCity,OArea,StatusType,ClearanceStatusType
MEM,3/26/2020,3/18/2020,TWB000001301,TWB000001301,TWB000001301,Package,TWB000001301,0,7.85,Desoto,TX,Held,0
MEM,3/26/2020,3/18/2020,TWB000001304,TWB000001304,TWB000001304,Package,TWB000001304,0,7.85,Desoto,TX,Held,0
MEM,3/26/2020,3/18/2020,TWB000001307,TWB000001307,TWB000001307,Package,TWB000001307,0,7.85,Desoto,TX,Held,0
MEM,3/26/2020,3/18/2020,TWB000001308,TWB000001308,TWB000001308,Package,TWB000001308,0,7.85,Desoto,TX,Held,0
MEM,3/26/2020,3/18/2020,TWB000001309,TWB000001309,TWB000001301,Package,TWB000001309,0,7.85,Desoto,TX,Held,0
MEM,3/26/2020,3/18/2020,TWB000001314,TWB000001314,TWB000001314,Package,TWB000001314,0,7.85,Desoto,TX,Held,0
MEM,3/26/2020,3/18/2020,TWB000001315,TWB000001315,TWB000001307,Package,TWB000001315,0,7.85,Desoto,TX,Held,0
MEM,3/26/2020,3/18/2020,TWB000001316,TWB000001316,TWB000001308,Package,TWB000001316,0,7.85,Desoto,TX,Held,0
MEM,3/26/2020,3/18/2020,TWB000001317,TWB000001317,TWB000001301,Package,TWB000001317,0,7.85,Desoto,TX,Held,0
MEM,3/26/2020,3/18/2020,TWB000001320,TWB000001320,TWB000001320,Package,TWB000001320,0,7.85,Desoto,TX,Held,0
MEM,3/26/2020,3/18/2020,TWB000001322,TWB000001322,TWB000001304,Package,TWB000001322,0,7.85,Desoto,TX,Held,0
MEM,3/26/2020,3/18/2020,TWB000001323,TWB000001323,TWB000001314,Package,TWB000001323,0,7.85,Desoto,TX,Held,0
MEM,3/26/2020,3/18/2020,TWB000001325,TWB000001325,TWB000001307,Package,TWB000001325,0,7.85,Desoto,TX,Held,0
MEM,3/26/2020,3/18/2020,TWB000001326,TWB000001326,TWB000001308,Package,TWB000001326,0,7.85,Desoto,TX,Held,0
MEM,3/26/2020,3/18/2020,TWB000001338,TWB000001338,TWB000001338,Package,TWB000001338,0,5,Desoto,TX,Held,0
MEM,3/26/2020,3/18/2020,TWB000001361,TWB000001361,TWB000001338,Package,TWB000001361,0,10,Desoto,TX,Held,0
MEM,3/26/2020,2/11/2020,TWB000000023,TWB000000023,TWB000000023,Package,0034097354,1,10,Desoto,TX,Shipment Data Received,1
MEM,3/26/2020,2/13/2020,TWB000000044,TWB000000044,TWB000000040,Package,0034109839,2,10,Desoto,TX,Shipment Data Received,1
MEM,3/26/2020,2/13/2020,TWB000000041,TWB000000041,TWB000000040,Package,0034109839,2,10,Desoto,TX,Shipment Data Received,1
MEM,3/26/2020,2/18/2020,TTV000000003,TTV000000003,TTV000000003,Package,0034136623,1,41,Huntsville,AL,Shipment Data Received,1
MEM,3/26/2020,2/21/2020,TWB000000306,TWB000000306,TWB000000305,Package,0034155765,2,0.06,Desoto,TX,Shipment Data Received,1
MEM,3/26/2020,2/21/2020,TWB000000305,TWB000000305,TWB000000305,Package,0034155765,2,0.06,Desoto,TX,Shipment Data Received,1
MEM,3/26/2020,2/27/2020,TTV000000004,TTV000000004,TTV000000004,Package,0034175722,1,41.95,Huntsville,AL,Shipment Data Received,1
MEM,3/26/2020,3/3/2020,8319516111-1,8319516111,8319516111,Pallet,0034195392,1,339.16,Desoto,TX,Shipment Data Received,1
MEM,3/26/2020,2/27/2020,TVY000000459,TVY000000459,TVY000000459,Package,0034214575,1,5.36,Sheridan,AR,Shipment Data Received,1
MEM,3/26/2020,2/27/2020,TVY000000453,TVY000000453,TVY000000453,Package,0034222563,1,0.38,Sheridan,AR,Shipment Data Received,1
MEM,3/26/2020,2/27/2020,TVY000000451,TVY000000451,TVY000000451,Package,0034222662,1,0.34,Sheridan,AR,Shipment Data Received,1
MEM,3/26/2020,3/3/2020,TWB000000649,TWB000000649,TWB000000649,Package,0034226090,1,10,Desoto,TX,Shipment Data Received,1
MEM,3/26/2020,3/4/2020,TWB000000935,TWB000000935,TWB000000929,Package,0034250082,7,7.85,Desoto,TX,Shipment Data Received,1
MEM,3/26/2020,3/4/2020,TWB000000934,TWB000000934,TWB000000929,Package,0034250082,7,7.85,Desoto,TX,Shipment Data Received,1
MEM,3/26/2020,3/4/2020,TWB000000933,TWB000000933,TWB000000929,Package,0034250082,7,7.85,Desoto,TX,Shipment Data Received,1
MEM,3/26/2020,3/4/2020,TWB000000932,TWB000000932,TWB000000929,Package,0034250082,7,7.85,Desoto,TX,Shipment Data Received,1
MEM,3/26/2020,3/4/2020,TWB000000931,TWB000000931,TWB000000929,Package,0034250082,7,7.85,Desoto,TX,Shipment Data Received,1
MEM,3/26/2020,3/4/2020,TWB000000930,TWB000000930,TWB000000929,Package,0034250082,7,7.85,Desoto,TX,Shipment Data Received,1
MEM,3/26/2020,3/4/2020,TWB000000929,TWB000000929,TWB000000929,Package,0034250082,7,7.85,Desoto,TX,Shipment Data Received,1
MEM,3/26/2020,3/5/2020,TTW000000027,TTW000000027,TTW000000027,Package,0034253472,1,2.95,Union City,TN,Shipment Data Received,1
MEM,3/26/2020,3/6/2020,TVY000000740,TVY000000740,TVY000000740,Package,0034286281,1,0.26,Sheridan,AR,Shipment Data Received,1
MEM,3/26/2020,3/13/2020,8319516459-2,8319984590,8319516459,Pallet,0034317947,2,476,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/11/2020,TVY000000903,TVY000000903,TVY000000903,Package,0034318274,1,0.4,Sheridan,AR,Shipment Data Received,1
MEM,3/26/2020,3/16/2020,8319815745-1,8319815745,8319815745,Pallet,0034331647,1,64,Brownwood,TX,Shipment Data Received,1
MEM,3/26/2020,3/16/2020,TVY000000999,TVY000000999,TVY000000999,Package,0034338022,1,7.2,Sheridan,AR,Shipment Data Received,1
MEM,3/26/2020,3/17/2020,TWB000001223,TWB000001223,TWB000001222,Package,0034340795,1,6.55,Desoto,TX,Shipment Data Received,1
MEM,3/26/2020,3/17/2020,TVY000001092,TVY000001092,TVY000001092,Package,0034353955,1,0.06,Sheridan,AR,Shipment Data Received,1
MEM,3/26/2020,3/21/2020,8319665884-4,8320246633,8319665884,Pallet,0034369697,4,457.5,Huntsville,AL,Shipment Data Received,1
MEM,3/26/2020,3/21/2020,8319665884-3,8320246625,8319665884,Pallet,0034369697,4,457.5,Huntsville,AL,Shipment Data Received,1
MEM,3/26/2020,3/21/2020,8319665884-2,8320246617,8319665884,Pallet,0034369697,4,457.5,Huntsville,AL,Shipment Data Received,1
MEM,3/26/2020,3/21/2020,8319665884-1,8319665884,8319665884,Pallet,0034369697,4,457.5,Huntsville,AL,Shipment Data Received,1
MEM,3/26/2020,3/19/2020,TVY000001200,TVY000001200,TVY000001200,Package,0034381199,1,0.46,Sheridan,AR,Shipment Data Received,1
MEM,3/26/2020,3/24/2020,8319815778-1,8319815778,8319815778,Pallet,0034391492,1,56.5,Brownwood,TX,Shipment Data Received,1
MEM,3/26/2020,3/24/2020,TVY000001371,TVY000001371,TVY000001370,Package,0034392500,2,16.66,Sheridan,AR,Shipment Data Received,1
MEM,3/26/2020,3/24/2020,TVY000001332,TVY000001332,TVY000001332,Package,0034392521,4,4.76,Sheridan,AR,Shipment Data Received,1
MEM,3/26/2020,3/24/2020,TVY000001372,TVY000001372,TVY000001372,Package,0034394276,1,10.94,Sheridan,AR,Shipment Data Received,1
MEM,3/26/2020,3/25/2020,TWB000001507,TWB000001507,TWB000001507,Package,0034400486,1,10,Desoto,TX,Shipment Data Received,1
MEM,3/26/2020,3/25/2020,TTW000000070,TTW000000070,TTW000000070,Package,0034408022,1,0.05,Union City,TN,Shipment Data Received,1
MEM,3/26/2020,3/24/2020,TVY000001353,TVY000001353,TVY000001353,Package,0034411012,1,1.96,Sheridan,AR,Shipment Data Received,1
MEM,3/26/2020,3/25/2020,TTV000000006,TTV000000006,TTV000000005,Package,0034413403,2,0.5,Huntsville,AL,Shipment Data Received,1
MEM,3/26/2020,3/25/2020,TTV000000005,TTV000000005,TTV000000005,Package,0034413403,2,0.5,Huntsville,AL,Shipment Data Received,1
MEM,3/26/2020,3/26/2020,8319416353-1,8319416353,8319416353,Pallet,0034414292,1,270.44,Sheridan,AR,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,8319416346-2,8320247524,8319416346,Pallet,0034414301,2,287.8,Sheridan,AR,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,8319416346-1,8319416346,8319416346,Pallet,0034414301,2,287.8,Sheridan,AR,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TVY000001427,TVY000001427,TVY000001426,Package,0034414303,2,35.44,Sheridan,AR,Shipment Data Received,1
MEM,3/26/2020,3/25/2020,TVY000001426,TVY000001426,TVY000001426,Package,0034414303,2,26.04,Sheridan,AR,Shipment Data Received,1
MEM,3/26/2020,3/26/2020,8319416338-3,8320247516,8319416338,Pallet,0034415755,3,145.24,Sheridan,AR,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,8319416338-2,8320247508,8319416338,Pallet,0034415755,3,145.23,Sheridan,AR,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,8319416338-1,8319416338,8319416338,Pallet,0034415755,3,145.23,Sheridan,AR,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TVY000001428,TVY000001428,TVY000001428,Package,0034416862,1,1.02,Sheridan,AR,Shipment Data Received,1
MEM,3/26/2020,3/25/2020,TVY000001429,TVY000001429,TVY000001429,Package,0034416863,1,0.08,Sheridan,AR,Shipment Data Received,1
MEM,3/26/2020,3/25/2020,TVY000001430,TVY000001430,TVY000001422,Package,0034417549,1,0.16,Sheridan,AR,Shipment Data Received,1
MEM,3/26/2020,3/25/2020,TVY000001432,TVY000001432,TVY000001432,Package,0034417652,1,0.4,Sheridan,AR,Shipment Data Received,1
MEM,3/26/2020,3/25/2020,TVY000001434,TVY000001434,TVY000001434,Package,0034417655,1,0.48,Sheridan,AR,Shipment Data Received,1
MEM,3/26/2020,3/25/2020,TVY000001433,TVY000001433,TVY000001433,Package,0034417656,1,0.4,Sheridan,AR,Shipment Data Received,1
MEM,3/26/2020,3/25/2020,TVY000001431,TVY000001431,TVY000001431,Package,0034417838,1,0.46,Sheridan,AR,Shipment Data Received,1
MEM,3/26/2020,3/26/2020,8319416387-1,8319416387-1,8319416387,Pallet,0034419261,1,411.32,Sheridan,AR,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,8319416361-1,8319416361-1,8319416361,Pallet,0034421754,1,360.34,Sheridan,AR,Shipment Data Received,0
MEM,3/26/2020,3/10/2020,TWB000001131,TWB000001131,TWB000001131,Package,0056889131,1,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/10/2020,TWB000001132,TWB000001132,TWB000001132,Package,0056892813,1,15,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,2/18/2020,TTV000000001,TTV000000001,TTV000000001,Package,TTV000000001,0,1,Huntsville,AL,Shipment Data Received,0
MEM,3/26/2020,2/18/2020,TTV000000002,TTV000000002,TTV000000001,Package,TTV000000002,0,1,Huntsville,AL,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TTW000000071,TTW000000071,TTW000000071,Package,TTW000000071,0,1.2,Union City,TN,Shipment Data Received,0
MEM,3/26/2020,2/18/2020,TVC000000001,TVC000000001,TVC000000001,Package,TVC000000001,0,1,Union City,TN,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TVY000001435,TVY000001435,TVY000001435,Package,TVY000001435,0,0.26,Sheridan,AR,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TVY000001436,TVY000001436,TVY000001436,Package,TVY000001436,0,0.4,Sheridan,AR,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TVY000001437,TVY000001437,TVY000001437,Package,TVY000001437,0,0.46,Sheridan,AR,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TVY000001438,TVY000001438,TVY000001438,Package,TVY000001438,0,0.36,Sheridan,AR,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TVY000001439,TVY000001439,TVY000001439,Package,TVY000001439,0,0.44,Sheridan,AR,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TVY000001440,TVY000001440,TVY000001440,Package,TVY000001440,0,0.76,Sheridan,AR,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TVY000001441,TVY000001441,TVY000001441,Package,TVY000001441,0,0.24,Sheridan,AR,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TVY000001442,TVY000001442,TVY000001442,Package,TVY000001442,0,0.6,Sheridan,AR,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TVY000001443,TVY000001443,TVY000001443,Package,TVY000001443,0,0.18,Sheridan,AR,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TVY000001444,TVY000001444,TVY000001444,Package,TVY000001444,0,0.34,Sheridan,AR,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TVY000001445,TVY000001445,TVY000001445,Package,TVY000001445,0,0.32,Sheridan,AR,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TVY000001446,TVY000001446,TVY000001446,Package,TVY000001446,0,6.18,Sheridan,AR,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TVY000001447,TVY000001447,TVY000001447,Package,TVY000001447,0,5.36,Sheridan,AR,Shipment Data Received,0
MEM,3/26/2020,2/13/2020,TWB000000107,TWB000000107,TWB000000107,Package,TWB000000107,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,2/13/2020,TWB000000108,TWB000000108,TWB000000107,Package,TWB000000108,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,2/13/2020,TWB000000109,TWB000000109,TWB000000109,Package,TWB000000109,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,2/14/2020,TWB000000149,TWB000000149,TWB000000149,Package,TWB000000149,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/3/2020,TWB000000743,TWB000000743,TWB000000725,Package,TWB000000743,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/3/2020,TWB000000744,TWB000000744,TWB000000725,Package,TWB000000744,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/3/2020,TWB000000749,TWB000000749,TWB000000748,Package,TWB000000749,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/3/2020,TWB000000750,TWB000000750,TWB000000748,Package,TWB000000750,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/3/2020,TWB000000803,TWB000000803,TWB000000686,Package,TWB000000803,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/3/2020,TWB000000804,TWB000000804,TWB000000686,Package,TWB000000804,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/3/2020,TWB000000806,TWB000000806,TWB000000663,Package,TWB000000806,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/3/2020,TWB000000807,TWB000000807,TWB000000663,Package,TWB000000807,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/3/2020,TWB000000808,TWB000000808,TWB000000663,Package,TWB000000808,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/3/2020,TWB000000830,TWB000000830,TWB000000663,Package,TWB000000830,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/3/2020,TWB000000831,TWB000000831,TWB000000663,Package,TWB000000831,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/3/2020,TWB000000911,TWB000000911,TWB000000911,Package,TWB000000911,0,7,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/17/2020,TWB000001222,TWB000001222,TWB000001222,Package,TWB000001222,0,6.55,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/17/2020,TWB000001225,TWB000001225,TWB000001225,Package,TWB000001225,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/17/2020,TWB000001226,TWB000001226,TWB000001226,Package,TWB000001226,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/17/2020,TWB000001228,TWB000001228,TWB000001228,Package,TWB000001228,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/17/2020,TWB000001229,TWB000001229,TWB000001225,Package,TWB000001229,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/18/2020,TWB000001329,TWB000001329,TWB000001304,Package,TWB000001329,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/18/2020,TWB000001330,TWB000001330,TWB000001330,Package,TWB000001330,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/18/2020,TWB000001331,TWB000001331,TWB000001330,Package,TWB000001331,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/18/2020,TWB000001332,TWB000001332,TWB000001330,Package,TWB000001332,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/18/2020,TWB000001333,TWB000001333,TWB000001304,Package,TWB000001333,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/18/2020,TWB000001334,TWB000001334,TWB000001304,Package,TWB000001334,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/18/2020,TWB000001335,TWB000001335,TWB000001301,Package,TWB000001335,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/18/2020,TWB000001340,TWB000001340,TWB000001301,Package,TWB000001340,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/18/2020,TWB000001343,TWB000001343,TWB000001343,Package,TWB000001343,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/18/2020,TWB000001345,TWB000001345,TWB000001300,Package,TWB000001345,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/18/2020,TWB000001353,TWB000001353,TWB000001299,Package,TWB000001353,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/18/2020,TWB000001354,TWB000001354,TWB000001320,Package,TWB000001354,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/18/2020,TWB000001355,TWB000001355,TWB000001298,Package,TWB000001355,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/18/2020,TWB000001357,TWB000001357,TWB000001296,Package,TWB000001357,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/18/2020,TWB000001358,TWB000001358,TWB000001338,Package,TWB000001358,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/18/2020,TWB000001359,TWB000001359,TWB000001301,Package,TWB000001359,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/18/2020,TWB000001362,TWB000001362,TWB000001300,Package,TWB000001362,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/18/2020,TWB000001406,TWB000001406,TWB000001299,Package,TWB000001406,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/18/2020,TWB000001413,TWB000001413,TWB000001301,Package,TWB000001413,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001508,TWB000001508,TWB000001508,Package,TWB000001508,0,15,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001509,TWB000001509,TWB000001509,Package,TWB000001509,0,15,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001510,TWB000001510,TWB000001510,Package,TWB000001510,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001511,TWB000001511,TWB000001511,Package,TWB000001511,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001512,TWB000001512,TWB000001512,Package,TWB000001512,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001513,TWB000001513,TWB000001513,Package,TWB000001513,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001514,TWB000001514,TWB000001514,Package,TWB000001514,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001515,TWB000001515,TWB000001515,Package,TWB000001515,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001516,TWB000001516,TWB000001516,Package,TWB000001516,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001517,TWB000001517,TWB000001517,Package,TWB000001517,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001518,TWB000001518,TWB000001516,Package,TWB000001518,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001519,TWB000001519,TWB000001517,Package,TWB000001519,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001520,TWB000001520,TWB000001516,Package,TWB000001520,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001521,TWB000001521,TWB000001521,Package,TWB000001521,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001522,TWB000001522,TWB000001521,Package,TWB000001522,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001523,TWB000001523,TWB000001523,Package,TWB000001523,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001524,TWB000001524,TWB000001523,Package,TWB000001524,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001525,TWB000001525,TWB000001525,Package,TWB000001525,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001526,TWB000001526,TWB000001526,Package,TWB000001526,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001527,TWB000001527,TWB000001527,Package,TWB000001527,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001528,TWB000001528,TWB000001526,Package,TWB000001528,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001529,TWB000001529,TWB000001529,Package,TWB000001529,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001530,TWB000001530,TWB000001530,Package,TWB000001530,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001531,TWB000001531,TWB000001531,Package,TWB000001531,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001532,TWB000001532,TWB000001521,Package,TWB000001532,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001533,TWB000001533,TWB000001533,Package,TWB000001533,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001534,TWB000001534,TWB000001534,Package,TWB000001534,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001535,TWB000001535,TWB000001533,Package,TWB000001535,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001536,TWB000001536,TWB000001536,Package,TWB000001536,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001537,TWB000001537,TWB000001536,Package,TWB000001537,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001538,TWB000001538,TWB000001523,Package,TWB000001538,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001539,TWB000001539,TWB000001516,Package,TWB000001539,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001540,TWB000001540,TWB000001533,Package,TWB000001540,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001541,TWB000001541,TWB000001515,Package,TWB000001541,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001542,TWB000001542,TWB000001533,Package,TWB000001542,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001543,TWB000001543,TWB000001543,Package,TWB000001543,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001544,TWB000001544,TWB000001515,Package,TWB000001544,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001545,TWB000001545,TWB000001545,Package,TWB000001545,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001546,TWB000001546,TWB000001534,Package,TWB000001546,0,10,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001547,TWB000001547,TWB000001523,Package,TWB000001547,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001548,TWB000001548,TWB000001523,Package,TWB000001548,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001549,TWB000001549,TWB000001517,Package,TWB000001549,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/25/2020,TWB000001550,TWB000001550,TWB000001550,Package,TWB000001550,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001551,TWB000001551,TWB000001551,Package,TWB000001551,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001552,TWB000001552,TWB000001552,Package,TWB000001552,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001553,TWB000001553,TWB000001551,Package,TWB000001553,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001554,TWB000001554,TWB000001554,Package,TWB000001554,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001555,TWB000001555,TWB000001555,Package,TWB000001555,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001556,TWB000001556,TWB000001556,Package,TWB000001556,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001557,TWB000001557,TWB000001557,Package,TWB000001557,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001558,TWB000001558,TWB000001558,Package,TWB000001558,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001559,TWB000001559,TWB000001559,Package,TWB000001559,0,5,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001560,TWB000001560,TWB000001552,Package,TWB000001560,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001561,TWB000001561,TWB000001554,Package,TWB000001561,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001562,TWB000001562,TWB000001562,Package,TWB000001562,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001563,TWB000001563,TWB000001563,Package,TWB000001563,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001564,TWB000001564,TWB000001564,Package,TWB000001564,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001565,TWB000001565,TWB000001565,Package,TWB000001565,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001566,TWB000001566,TWB000001566,Package,TWB000001566,0,7.85,Desoto,TX,Shipment Data Received,0
MEM,3/26/2020,3/26/2020,TWB000001567,TWB000001567,TWB000001566,Package,TWB000001567,0,7.85,Desoto,TX,Shipment Data Received,0
